NM_001005484.1	NP_001005484.1
XM_017024723.1	XP_016880212.1
XM_017024724.1	XP_016880213.1
XM_005257433.3	XP_005257490.1
XM_005257435.4	XP_005257492.1
XM_005257436.3	XP_005257493.1
NM_001289054.1	NP_001275983.1
NM_001289056.1	NP_001275985.1
NM_016627.4	NP_057711.3
NM_001033569.1	NP_001028741.1
NM_001033570.1	NP_001028742.1
NM_001033571.1	NP_001028743.1
NM_001033572.1	NP_001028744.1
NM_001033574.1	NP_001028746.1
XM_017024725.1	XP_016880214.1
XM_017024726.1	XP_016880215.1
XM_017024727.1	XP_016880216.1
XM_017024728.1	XP_016880217.1
XM_006721940.2	XP_006722003.1
XM_005257789.3	XP_005257846.2
XM_017025291.1	XP_016880780.1
XM_017025292.1	XP_016880781.1
NM_001174166.1	NP_001167637.1
NM_004694.4	NP_004685.2
XM_011525461.2	XP_011523763.1
XM_011524543.2	XP_011522845.1
XM_011524544.2	XP_011522846.1
XM_011524541.2	XP_011522843.1
XM_011524542.2	XP_011522844.1
XM_017024366.1	XP_016879855.1
XM_017024367.1	XP_016879856.1
XM_017024360.1	XP_016879849.1
XM_011524535.2	XP_011522837.1
XM_011524536.2	XP_011522838.1
XM_011524537.1	XP_011522839.1
XM_011524538.2	XP_011522840.1
XM_006721777.3	XP_006721840.2
XM_017024361.1	XP_016879850.1
XM_017024362.1	XP_016879851.1
XM_017024363.1	XP_016879852.1
XM_017024364.1	XP_016879853.1
XM_017024365.1	XP_016879854.1
NM_001267727.1	NP_001254656.1
NM_014960.4	NP_055775.2
XM_005257170.3	XP_005257227.1
XM_011524540.2	XP_011522842.1
XM_017024368.1	XP_016879857.1
XM_011524545.2	XP_011522847.1
XM_006721779.3	XP_006721842.1
XM_005257172.3	XP_005257229.1
XM_011524546.2	XP_011522848.1
NM_017983.6	NP_060453.3
NM_001320772.1	NP_001307701.1
XM_017024808.1	XP_016880297.1
NM_001276290.1	NP_001263219.1
NM_001276289.1	NP_001263218.1
NM_002734.4	NP_002725.1
NM_212471.2	NP_997636.1
NM_212472.2	NP_997637.1
NM_001278433.1	NP_001265362.1
XM_011524983.2	XP_011523285.1
XM_011524984.2	XP_011523286.1
XM_011524985.2	XP_011523287.1
NM_017565.3	NP_060035.2
NM_001243746.1	NP_001230675.1
XM_006721959.2	XP_006722022.1
XM_017024781.1	XP_016880270.1
XM_011524918.2	XP_011523220.1
NM_007168.3	NP_009099.1
NM_001288986.1	NP_001275915.1
XM_005256938.2	XP_005256995.1
NM_001288985.1	NP_001275914.1
XM_005256940.4	XP_005256997.1
XM_011524191.2	XP_011522493.1
XM_011524192.2	XP_011522494.1
XM_017024012.1	XP_016879501.1
XM_017024013.1	XP_016879502.1
XM_017024014.1	XP_016879503.1
XM_017024015.1	XP_016879504.1
XM_017024011.1	XP_016879500.1
NM_080283.3	NP_525022.2
XM_017024404.1	XP_016879893.1
XM_017024405.1	XP_016879894.1
NM_080284.2	NP_525023.2
XM_017024406.1	XP_016879895.1
XM_017024407.1	XP_016879896.1
XM_011524574.2	XP_011522876.1
XM_017024408.1	XP_016879897.1
NM_080282.3	NP_525021.3
NM_018672.4	NP_061142.2
NM_172232.3	NP_758424.1
NM_002758.3	NP_002749.2
XM_011525025.2	XP_011523327.1
XM_011525026.2	XP_011523328.1
XM_005257515.2	XP_005257572.1
XM_005257516.2	XP_005257573.1
XM_006721975.3	XP_006722038.1
XM_011525027.2	XP_011523329.1
XM_017024609.1	XP_016880098.1
XM_017024610.1	XP_016880099.1
XM_017024611.1	XP_016880100.1
XM_017024612.1	XP_016880101.1
XM_005257337.4	XP_005257394.1
XM_006721885.3	XP_006721948.1
XM_006721886.3	XP_006721949.1
XM_006721887.3	XP_006721950.1
NM_018658.2	NP_061128.2
NM_170741.2	NP_733937.2
NM_170742.2	NP_733938.2
NM_001291622.1	NP_001278551.1
NM_001291623.1	NP_001278552.1
XM_017024613.1	XP_016880102.1
NM_001270422.1	NP_001257351.1
NM_001291624.1	NP_001278553.1
NM_001291625.1	NP_001278554.1
XM_011524781.2	XP_011523083.1
NM_000891.2	NP_000882.1
NM_000346.3	NP_000337.1
XM_017024335.1	XP_016879824.1
XM_017024330.1	XP_016879819.1
XM_017024331.1	XP_016879820.1
XM_017024332.1	XP_016879821.1
NM_139177.3	NP_631916.2
XM_005257134.3	XP_005257191.1
XM_017024334.1	XP_016879823.1
XM_006721757.2	XP_006721820.1
NM_001159770.1	NP_001153242.1
XM_006721754.3	XP_006721817.1
XM_006721755.2	XP_006721818.1
XM_011524493.1	XP_011522795.1
XM_011524494.2	XP_011522796.1
XM_017024333.1	XP_016879822.1
XM_017024336.1	XP_016879825.1
XM_017024337.1	XP_016879826.1
XM_011524495.2	XP_011522797.1
XM_017024342.1	XP_016879831.1
XM_006721759.1	XP_006721822.1
XM_006721756.2	XP_006721819.1
XM_011524498.2	XP_011522800.1
XM_011524496.2	XP_011522798.1
XM_017024339.1	XP_016879828.1
XM_017024338.1	XP_016879827.1
XM_017024340.1	XP_016879829.1
XM_017024341.1	XP_016879830.1
XM_006721758.3	XP_006721821.1
NM_001050.2	NP_001041.1
NM_018714.2	NP_061184.1
NM_032837.2	NP_116226.2
NM_001098832.1	NP_001092302.1
NM_001289412.1	NP_001276341.1
NM_001289410.1	NP_001276339.1
NM_001289411.1	NP_001276340.1
XM_017024806.1	XP_016880295.1
NM_017941.5	NP_060411.2
XM_005257487.3	XP_005257544.1
XM_011524961.1	XP_011523263.1
XM_011524962.2	XP_011523264.1
NM_001100621.2	NP_001094091.1
NM_001288770.1	NP_001275699.1
NM_001100622.2	NP_001094092.1
NM_001288771.1	NP_001275700.1
XM_006721966.3	XP_006722029.1
XM_011525115.2	XP_011523417.1
NM_001129885.1	NP_001123357.1
NM_012121.4	NP_036253.2
XM_005257182.2	XP_005257239.1
XM_011524915.2	XP_011523217.1
XM_011524914.2	XP_011523216.1
NM_001144952.1	NP_001138424.1
XM_011524916.2	XP_011523218.1
NM_001278587.1	NP_001265516.1
XM_017023987.1	XP_016879476.1
NM_000999.3	NP_000990.1
NM_001035258.1	NP_001030335.1
NM_032646.5	NP_116035.5
XM_005257824.3	XP_005257881.1
NM_052869.1	NP_443101.1
XM_011525125.2	XP_011523427.1
NM_023036.4	NP_075462.3
NM_001172810.1	NP_001166281.1
XM_017024150.1	XP_016879639.1
XM_017024151.1	XP_016879640.1
XM_005257029.1	XP_005257086.1
NM_153209.3	NP_694941.2
XM_017024155.1	XP_016879644.1
XM_017024156.1	XP_016879645.1
XM_017024152.1	XP_016879641.1
XM_017024153.1	XP_016879642.1
XM_005257030.1	XP_005257087.1
XM_017024154.1	XP_016879643.1
XM_017024157.1	XP_016879646.1
XM_017024158.1	XP_016879647.1
XM_017024622.1	XP_016880111.1
XM_011524791.2	XP_011523093.1
NM_001080466.1	NP_001073935.1
NM_181790.1	NP_861455.1
XM_005257305.3	XP_005257362.1
XM_005257514.1	XP_005257571.1
NM_022036.2	NP_071319.2
XM_017024855.1	XP_016880344.1
XM_005257512.1	XP_005257569.1
XM_017024856.1	XP_016880345.1
NM_018653.3	NP_061123.3
NM_007261.3	NP_009192.2
XM_005256990.2	XP_005257047.1
NM_001256841.1	NP_001243770.1
XM_011524254.2	XP_011522556.1
XM_005256991.4	XP_005257048.1
XM_005256992.4	XP_005257049.1
XM_006721656.3	XP_006721719.1
XM_005257027.3	XP_005257084.1
NM_174892.3	NP_777552.3
XM_017024033.1	XP_016879522.1
NM_006678.4	NP_006669.1
XM_017024034.1	XP_016879523.1
XM_011525569.2	XP_011523871.1
NM_001324073.1	NP_001311002.1
XM_006722261.3	XP_006722324.1
NM_001324076.1	NP_001311005.1
NM_001115152.1	NP_001108624.1
NM_152460.2	NP_689673.2
NM_001302809.1	NP_001289738.1
NM_181449.2	NP_852114.2
XM_017024575.1	XP_016880064.1
NM_175738.4	NP_783865.1
NM_139018.4	NP_620587.2
NM_001289084.1	NP_001276013.1
XM_017024212.1	XP_016879701.1
NM_001289085.1	NP_001276014.1
NM_001289087.1	NP_001276016.1
NM_001289083.1	NP_001276012.1
XM_017024215.1	XP_016879704.1
XM_017024217.1	XP_016879706.1
XM_017024216.1	XP_016879705.1
XM_017024214.1	XP_016879703.1
XM_017024213.1	XP_016879702.1
NM_001289082.1	NP_001276011.1
NM_001289086.1	NP_001276015.1
XM_005257288.4	XP_005257345.1
NM_001163989.1	NP_001157461.1
NM_001006638.2	NP_001006639.1
NM_001163990.1	NP_001157462.1
NM_004252.4	NP_004243.1
NM_001305082.1	NP_001292011.1
NM_001305083.1	NP_001292012.1
NM_001305081.1	NP_001292010.1
NM_001305077.1	NP_001292006.1
NM_001305080.1	NP_001292009.1
NM_015654.4	NP_056469.2
NM_001305078.1	NP_001292007.1
XM_017024437.1	XP_016879926.1
XM_005257212.4	XP_005257269.1
XM_006721813.3	XP_006721876.1
NM_001305085.1	NP_001292014.1
NM_001305086.1	NP_001292015.1
NM_001305084.1	NP_001292013.1
NM_001305087.1	NP_001292016.1
XM_017024441.1	XP_016879930.1
XM_017024439.1	XP_016879928.1
NM_001305079.1	NP_001292008.1
NM_001305088.1	NP_001292017.1
XM_017024438.1	XP_016879927.1
XM_011524607.2	XP_011522909.1
XM_017024440.1	XP_016879929.1
NM_001321264.1	NP_001308193.1
NM_017728.3	NP_060198.3
XM_006721963.1	XP_006722026.1
XM_017024799.1	XP_016880288.1
XM_017024798.1	XP_016880287.1
XM_017024797.1	XP_016880286.1
XM_006721846.3	XP_006721909.1
XM_011524686.2	XP_011522988.1
XM_006721845.3	XP_006721908.1
XM_011524688.2	XP_011522990.1
XM_011524687.2	XP_011522989.1
XM_017024544.1	XP_016880033.1
NM_000835.4	NP_000826.2
XM_011524689.2	XP_011522991.1
NM_001278553.1	NP_001265482.1
XM_011524692.2	XP_011522994.1
NM_001258014.3	NP_001244943.2
NM_024417.4	NP_077728.3
NM_004110.5	NP_004101.3
NM_001258015.2	NP_001244944.1
XM_006721772.1	XP_006721835.1
XM_011524527.1	XP_011522829.1
NM_001258012.3	NP_001244941.2
NM_001258013.3	NP_001244942.2
XM_011524529.1	XP_011522831.1
XM_011524528.1	XP_011522830.1
NM_001258016.3	NP_001244945.2
XM_011524532.2	XP_011522834.1
XM_011524533.2	XP_011522835.1
XM_011524531.2	XP_011522833.1
XM_017024458.1	XP_016879947.1
XM_005257224.4	XP_005257281.2
NM_178128.5	NP_835229.3
NM_173477.4	NP_775748.2
NM_001282489.2	NP_001269418.1
XM_011524296.2	XP_011522598.1
NM_178160.2	NP_835454.1
XM_011525479.1	XP_011523781.1
NM_178233.2	NP_839947.1
NM_001272005.1	NP_001258934.1
XM_011524744.2	XP_011523046.1
XM_005257226.1	XP_005257283.1
NM_030630.2	NP_085133.1
NM_014603.2	NP_055418.2
XM_006721852.2	XP_006721915.1
NM_001303265.1	NP_001290194.1
NM_001545.2	NP_001536.1
XM_017024574.1	XP_016880063.1
NM_001003785.1	NP_001003785.1
NM_006356.2	NP_006347.1
NM_015353.2	NP_056168.1
XM_011524575.2	XP_011522877.1
XM_011525462.1	XP_011523764.1
XM_005257790.1	XP_005257847.1
NM_001271765.1	NP_001258694.1
NM_004695.3	NP_004686.1
XM_017025293.1	XP_016880782.1
NM_024585.3	NP_078861.1
NM_001304271.1	NP_001291200.1
NM_001304272.1	NP_001291201.1
NM_001304273.1	NP_001291202.1
NM_001252377.1	NP_001239306.1
NM_014595.2	NP_055410.1
XM_011524700.2	XP_011523002.2
NM_001002032.2	NP_001002032.1
NM_016185.3	NP_057269.1
NM_001002033.2	NP_001002033.1
NM_001288609.1	NP_001275538.1
NM_001288610.1	NP_001275539.1
NM_001288611.1	NP_001275540.1
NM_001005849.1	NP_001005849.1
NM_006937.3	NP_008868.3
NM_024844.4	NP_079120.1
XM_006722094.1	XP_006722157.1
XM_017025108.1	XP_016880597.1
XM_005257690.2	XP_005257747.1
XM_011525268.1	XP_011523570.1
NM_001303276.1	NP_001290205.1
XM_017025109.1	XP_016880598.1
XM_017025110.1	XP_016880599.1
XM_011525267.1	XP_011523569.1
XM_011524563.2	XP_011522865.1
XM_005257692.3	XP_005257749.1
NM_001172704.2	NP_001166175.1
NM_014001.4	NP_054720.1
NM_138619.3	NP_619525.1
NM_001172703.2	NP_001166174.1
NM_001291641.1	NP_001278570.1
NM_001291642.1	NP_001278571.1
XM_017024386.1	XP_016879875.1
XM_017024385.1	XP_016879874.1
XM_017024387.1	XP_016879876.1
XM_017024388.1	XP_016879877.1
XM_017024389.1	XP_016879878.1
XM_017024390.1	XP_016879879.1
XM_017024391.1	XP_016879880.1
XM_017024392.1	XP_016879881.1
NM_015971.3	NP_057055.2
XM_011525055.2	XP_011523357.1
XM_011525053.2	XP_011523355.1
XM_011525052.2	XP_011523354.1
XM_011525054.2	XP_011523356.1
XM_011525051.2	XP_011523353.1
XM_011525057.2	XP_011523359.1
XM_017024893.1	XP_016880382.1
XM_017024894.1	XP_016880383.1
NM_001242501.1	NP_001229430.1
XM_005257532.4	XP_005257589.1
XM_005257533.1	XP_005257590.1
XM_017024895.1	XP_016880384.1
NM_020679.3	NP_065730.2
NM_001242500.1	NP_001229429.1
NM_001242498.1	NP_001229427.1
XM_005257530.1	XP_005257587.1
XM_017024892.1	XP_016880381.1
XM_017024888.1	XP_016880377.1
XM_017024889.1	XP_016880378.1
XM_017024890.1	XP_016880379.1
XM_017024891.1	XP_016880380.1
XM_017024928.1	XP_016880417.1
XM_011525098.1	XP_011523400.1
XM_017024926.1	XP_016880415.1
NM_021734.4	NP_068380.3
NM_001126121.1	NP_001119593.1
NM_001126122.1	NP_001119594.1
XM_005257559.3	XP_005257616.1
XM_005257560.2	XP_005257617.1
XM_005257561.3	XP_005257618.1
XM_005257562.2	XP_005257619.1
XM_006722007.2	XP_006722070.1
XM_017024927.1	XP_016880416.1
NM_203506.2	NP_987102.1
NM_002086.4	NP_002077.1
XM_011525514.1	XP_011523816.1
XM_011525515.1	XP_011523817.1
XM_011525516.1	XP_011523818.1
XM_011525517.1	XP_011523819.1
NM_001321149.1	NP_001308078.1
XM_017025440.1	XP_016880929.1
NM_014738.5	NP_055553.3
XM_017025449.1	XP_016880938.1
XM_017025433.1	XP_016880922.1
XM_017025442.1	XP_016880931.1
XM_017025441.1	XP_016880930.1
XM_017025447.1	XP_016880936.1
XM_017025434.1	XP_016880923.1
XM_017025444.1	XP_016880933.1
XM_017025436.1	XP_016880925.1
XM_005257864.2	XP_005257921.1
XM_017025438.1	XP_016880927.1
XM_017025446.1	XP_016880935.1
XM_017025435.1	XP_016880924.1
XM_017025437.1	XP_016880926.1
NM_001321148.1	NP_001308077.1
XM_017025445.1	XP_016880934.1
XM_017025439.1	XP_016880928.1
XM_017025443.1	XP_016880932.1
XM_017025448.1	XP_016880937.1
XM_017025450.1	XP_016880939.1
XM_011525519.1	XP_011523821.1
XM_011525520.2	XP_011523822.1
XM_011525521.1	XP_011523823.1
NM_020753.4	NP_065804.2
NM_001142643.2	NP_001136115.1
NM_207346.2	NP_997229.2
XM_005257229.3	XP_005257286.1
XM_017024628.1	XP_016880117.1
XM_017024629.1	XP_016880118.1
XM_017024630.1	XP_016880119.1
NM_004524.2	NP_004515.2
XM_011524801.1	XP_011523103.1
XM_011524802.1	XP_011523104.1
XM_017024625.1	XP_016880114.1
XM_017024626.1	XP_016880115.1
NM_001031803.1	NP_001026973.1
XM_017024627.1	XP_016880116.1
XM_017024631.1	XP_016880120.1
NM_001015002.1	NP_001015002.1
XM_011524807.2	XP_011523109.1
XM_017024632.1	XP_016880121.1
NM_001309242.1	NP_001296171.1
XM_017025120.1	XP_016880609.1
XM_017025123.1	XP_016880612.1
XM_017025125.1	XP_016880614.1
XM_017025124.1	XP_016880613.1
XM_017025126.1	XP_016880615.1
XM_017025122.1	XP_016880611.1
XM_017025121.1	XP_016880610.1
XM_017025127.1	XP_016880616.1
XM_017025141.1	XP_016880630.1
XM_017025142.1	XP_016880631.1
XM_017025128.1	XP_016880617.1
XM_017025129.1	XP_016880618.1
XM_017025130.1	XP_016880619.1
XM_017025131.1	XP_016880620.1
XM_017025132.1	XP_016880621.1
XM_017025133.1	XP_016880622.1
XM_017025134.1	XP_016880623.1
XM_017025135.1	XP_016880624.1
XM_017025136.1	XP_016880625.1
XM_017025137.1	XP_016880626.1
XM_017025139.1	XP_016880628.1
XM_017025138.1	XP_016880627.1
XM_017025140.1	XP_016880629.1
XM_017025143.1	XP_016880632.1
XM_017025144.1	XP_016880633.1
XM_017025343.1	XP_016880832.1
NM_004259.6	NP_004250.4
XM_005257818.3	XP_005257875.1
XM_011525482.2	XP_011523784.1
XM_011525485.2	XP_011523787.1
XM_011525484.1	XP_011523786.1
XM_005257822.3	XP_005257879.1
XM_006722186.2	XP_006722249.1
XM_011525486.2	XP_011523788.1
XM_005257823.3	XP_005257880.1
XM_017024944.1	XP_016880433.1
XM_017024943.1	XP_016880432.1
XM_011525116.2	XP_011523418.1
XM_017024945.1	XP_016880434.1
XM_017024946.1	XP_016880435.1
XM_017024947.1	XP_016880436.1
XM_017024948.1	XP_016880437.1
NM_001162995.2	NP_001156467.1
XM_011525118.2	XP_011523420.1
XM_011525119.2	XP_011523421.1
NM_001162997.1	NP_001156469.1
XM_005256903.4	XP_005256960.1
XM_017025344.1	XP_016880833.1
NM_001003715.3	NP_001003715.1
NM_001003716.3	NP_001003716.1
NM_001301855.1	NP_001288784.1
XM_011524693.2	XP_011522995.1
NM_013260.7	NP_037392.1
XM_011524694.2	XP_011522996.1
NM_001301839.1	NP_001288768.1
XM_017024545.1	XP_016880034.1
XM_017024547.1	XP_016880036.1
XM_011524695.2	XP_011522997.1
XM_017024546.1	XP_016880035.1
XM_017024548.1	XP_016880037.1
XM_017024549.1	XP_016880038.1
XM_017024550.1	XP_016880039.1
XM_006721866.3	XP_006721929.1
XM_006721867.3	XP_006721930.1
XM_011524751.2	XP_011523053.1
XM_006721868.3	XP_006721931.1
XM_006721870.3	XP_006721933.1
XM_005257309.2	XP_005257366.1
XM_005257311.4	XP_005257368.1
NM_000213.4	NP_000204.3
NM_001005619.1	NP_001005619.1
NM_001321123.1	NP_001308052.1
NM_001005731.2	NP_001005731.1
XM_011524752.2	XP_011523054.1
NM_000154.1	NP_000145.1
NM_005324.4	NP_005315.1
NM_001080419.2	NP_001073888.2
XM_017025249.1	XP_016880738.1
XM_017025247.1	XP_016880736.1
XM_017025248.1	XP_016880737.1
XM_006722145.3	XP_006722208.1
XM_017025250.1	XP_016880739.1
XM_006722148.2	XP_006722211.1
XM_011525400.1	XP_011523702.1
XM_011525401.2	XP_011523703.1
XM_011524506.1	XP_011522808.1
NM_199242.2	NP_954712.1
XM_011524504.1	XP_011522806.1
XM_011524507.2	XP_011522809.1
XM_011524580.2	XP_011522882.1
NM_012478.3	NP_036610.2
NM_033452.2	NP_258411.2
XM_005257787.4	XP_005257844.1
XM_005257788.4	XP_005257845.1
XM_011524501.2	XP_011522803.1
XM_011524499.2	XP_011522801.1
XM_011524502.2	XP_011522804.1
XM_011524500.2	XP_011522802.1
NM_001256124.1	NP_001243053.1
NM_173547.3	NP_775818.2
XM_006721761.3	XP_006721824.1
XM_006721760.3	XP_006721823.1
XM_017024344.1	XP_016879833.1
XM_011524503.2	XP_011522805.1
XM_017024343.1	XP_016879832.1
NM_032478.3	NP_115867.2
NM_001319193.1	NP_001306122.1
NM_004035.6	NP_004026.2
NM_007292.5	NP_009223.2
NM_001185039.1	NP_001171968.1
XM_011524869.2	XP_011523171.1
XM_011524868.2	XP_011523170.1
NM_001113324.2	NP_001106795.2
NM_001258.2	NP_001249.1
NM_001988.3	NP_001979.2
NM_001320747.1	NP_001307676.1
NM_001260502.1	NP_001247431.1
NM_014230.3	NP_055045.2
NM_001260503.1	NP_001247432.1
XM_011525427.2	XP_011523729.1
NM_003857.3	NP_003848.1
NM_180990.3	NP_851321.2
NM_015219.4	NP_056034.2
XM_006721789.3	XP_006721852.1
NM_001145298.3	NP_001138770.1
XM_006721788.3	XP_006721851.1
NM_001013839.3	NP_001013861.1
XM_006721787.3	XP_006721850.1
NM_001145299.3	NP_001138771.1
XM_006721786.3	XP_006721849.1
NM_001145297.3	NP_001138769.1
NM_001282313.1	NP_001269242.1
XM_011524571.2	XP_011522873.1
XM_017024397.1	XP_016879886.1
XM_011524572.2	XP_011522874.1
NM_001282314.1	NP_001269243.1
NM_001454.3	NP_001445.2
XM_017024119.1	XP_016879608.1
NM_052916.2	NP_443148.1
XM_005257007.4	XP_005257064.1
XM_017024118.1	XP_016879607.1
XM_017024117.1	XP_016879606.1
XM_017024120.1	XP_016879609.1
XM_011524273.2	XP_011522575.1
NM_182565.3	NP_872371.1
XM_017025207.1	XP_016880696.1
XM_005257728.3	XP_005257785.1
XM_011525344.2	XP_011523646.1
XM_006722136.3	XP_006722199.1
XM_017025208.1	XP_016880697.1
NM_032134.2	NP_115510.1
XM_017025206.1	XP_016880695.1
NM_002766.2	NP_002757.2
XM_011525034.2	XP_011523336.1
NM_182965.2	NP_892010.2
NM_021972.3	NP_068807.2
NM_001142601.1	NP_001136073.1
NM_001142602.1	NP_001136074.1
XM_005257766.2	XP_005257823.1
XM_017024935.1	XP_016880424.1
XM_017024934.1	XP_016880423.1
NM_022066.3	NP_071349.3
XM_005257567.1	XP_005257624.1
NM_001166579.1	NP_001160051.1
XM_017024259.1	XP_016879748.1
NM_001088.2	NP_001079.1
XM_017025079.1	XP_016880568.1
XM_005257670.1	XP_005257727.1
XM_011525249.2	XP_011523551.1
XM_011525250.2	XP_011523552.1
XM_011525251.2	XP_011523553.1
NM_001005498.3	NP_001005498.2
NM_024599.5	NP_078875.4
XM_005257669.3	XP_005257726.1
NM_134268.4	NP_599030.1
XM_005257005.2	XP_005257062.1
XM_017024116.1	XP_016879605.1
XM_017025013.1	XP_016880502.1
XM_017025014.1	XP_016880503.1
XM_017025015.1	XP_016880504.1
NM_001077620.2	NP_001071088.1
XM_005256954.3	XP_005257011.1
NM_006456.2	NP_006447.2
XM_011524996.2	XP_011523298.1
XM_017024842.1	XP_016880331.1
XM_011524995.2	XP_011523297.1
NM_018414.4	NP_060884.1
NM_001289107.1	NP_001276036.1
XM_017024843.1	XP_016880332.1
XM_017024844.1	XP_016880333.1
NM_001008528.2	NP_001008528.1
XM_005257382.2	XP_005257439.1
XM_011524830.1	XP_011523132.1
NM_198530.3	NP_940932.2
XM_005257384.2	XP_005257441.1
NM_001008529.2	NP_001008529.1
XM_005257383.2	XP_005257440.1
NM_001081461.1	NP_001074930.1
NM_015167.2	NP_055982.2
XM_017024146.1	XP_016879635.1
XM_006721679.3	XP_006721742.1
XM_006721675.1	XP_006721738.1
XM_006721676.3	XP_006721739.1
XM_006721678.3	XP_006721741.1
NM_001302705.1	NP_001289634.1
XM_011524282.1	XP_011522584.1
XM_017024145.1	XP_016879634.1
NM_001080510.4	NP_001073979.3
NM_001206983.2	NP_001193912.1
NM_001206984.2	NP_001193913.1
XM_006721674.3	XP_006721737.1
NM_001302703.1	NP_001289632.1
NM_001206985.2	NP_001193914.1
NM_001206986.2	NP_001193915.1
NM_001206987.2	NP_001193916.1
XM_006721680.2	XP_006721743.1
NM_001302704.1	NP_001289633.1
XM_017024942.1	XP_016880431.1
NM_001195427.1	NP_001182356.1
NM_003016.4	NP_003007.2
XM_011525242.1	XP_011523544.1
XM_011525244.1	XP_011523546.1
XM_011525237.2	XP_011523539.2
XM_011525238.2	XP_011523540.2
XM_011525239.2	XP_011523541.2
XM_011525241.2	XP_011523543.2
XM_011525240.2	XP_011523542.2
XM_017025065.1	XP_016880554.1
XM_011525236.2	XP_011523538.1
XM_017025066.1	XP_016880555.1
XM_017025067.1	XP_016880556.1
NM_024311.3	NP_077287.1
NM_001242532.1	NP_001229461.1
NM_001242533.1	NP_001229462.1
NM_001242534.1	NP_001229463.1
NM_001242535.1	NP_001229464.1
NM_001242536.1	NP_001229465.1
NM_001242537.1	NP_001229466.1
XM_011525247.2	XP_011523549.2
XM_017025068.1	XP_016880557.1
XM_017025069.1	XP_016880558.1
XM_017025070.1	XP_016880559.1
XM_017025071.1	XP_016880560.1
NM_001199172.1	NP_001186101.1
NM_144677.2	NP_653278.2
XM_017024200.1	XP_016879689.1
XM_011524352.2	XP_011522654.1
XM_011524354.2	XP_011522656.1
XM_006721707.3	XP_006721770.1
NM_198955.1	NP_945193.1
XM_011524350.2	XP_011522652.1
NM_001039573.2	NP_001034662.2
NM_001204408.1	NP_001191337.1
NM_001143998.1	NP_001137470.1
NM_001143999.1	NP_001137471.1
NM_003003.3	NP_002994.3
NM_001204410.1	NP_001191339.1
NM_001144001.1	NP_001137473.1
NM_001113491.1	NP_001106963.1
NM_001293695.1	NP_001280624.1
XM_011524204.1	XP_011522506.1
NM_006640.4	NP_006631.2
NM_001113493.1	NP_001106965.1
XM_011524206.1	XP_011522508.1
NM_001113492.1	NP_001106964.1
NM_001113494.1	NP_001106966.1
XM_006721643.2	XP_006721706.1
XM_011524207.1	XP_011522509.1
NM_001293696.1	NP_001280625.1
NM_001113495.1	NP_001106967.1
XM_017024031.1	XP_016879520.1
XM_017024032.1	XP_016879521.1
NM_001113496.1	NP_001106968.1
XM_005256962.1	XP_005257019.1
XM_006721644.1	XP_006721707.1
NM_001293697.1	NP_001280626.1
NM_001293698.1	NP_001280627.1
XM_011524208.2	XP_011522510.1
XM_006721996.3	XP_006722059.3
XM_017024907.1	XP_016880396.1
XM_006721997.3	XP_006722060.3
XM_017024906.1	XP_016880395.1
XM_006722000.3	XP_006722063.3
XM_017024908.1	XP_016880397.1
XM_011525088.2	XP_011523390.1
NM_018996.3	NP_061869.2
NM_001142640.1	NP_001136112.1
XM_011524256.1	XP_011522558.1
XM_011524258.1	XP_011522560.1
XM_017024107.1	XP_016879596.1
XM_017024108.1	XP_016879597.1
NM_001321185.1	NP_001308114.1
NM_007267.7	NP_009198.4
NM_001127198.2	NP_001120670.1
XM_005256995.1	XP_005257052.1
XM_011524255.1	XP_011522557.1
XM_017024109.1	XP_016879598.1
XM_011524257.2	XP_011522559.1
XM_011524406.2	XP_011522708.1
XM_011524402.2	XP_011522704.1
XM_017024238.1	XP_016879727.1
XM_011524404.2	XP_011522706.1
XM_017024239.1	XP_016879728.1
XM_017024240.1	XP_016879729.1
XM_011524403.2	XP_011522705.1
NM_152468.4	NP_689681.2
XM_017024241.1	XP_016879730.1
XM_011524410.2	XP_011522712.1
XM_011524409.2	XP_011522711.1
XM_017024244.1	XP_016879733.1
XM_011524411.2	XP_011522713.1
XM_017024243.1	XP_016879732.1
XM_017024242.1	XP_016879731.1
XM_011524152.2	XP_011522454.1
XM_017023997.1	XP_016879486.1
NM_001163075.1	NP_001156547.1
XM_017023999.1	XP_016879488.1
XM_017023998.1	XP_016879487.1
XM_017024000.1	XP_016879489.1
XM_017024001.1	XP_016879490.1
XM_005257792.3	XP_005257849.1
NM_004710.4	NP_004701.1
NM_001320523.1	NP_001307452.1
XM_017024992.1	XP_016880481.1
NM_003258.4	NP_003249.3
NM_001145526.2	NP_001138998.1
NM_001010982.4	NP_001010982.2
XM_011524337.2	XP_011522639.1
XM_011524326.2	XP_011522628.1
XM_011524333.2	XP_011522635.1
XM_011524336.2	XP_011522638.1
XM_011524331.2	XP_011522633.1
XM_011524332.2	XP_011522634.1
XM_011524334.2	XP_011522636.1
XM_011524335.2	XP_011522637.1
XM_011524327.2	XP_011522629.1
XM_011524328.2	XP_011522630.1
XM_011524329.2	XP_011522631.1
XM_011524330.2	XP_011522632.1
NM_001012270.1	NP_001012270.1
NM_001012271.1	NP_001012271.1
NM_001168.2	NP_001159.2
XM_011524620.2	XP_011522922.1
XM_017024459.1	XP_016879948.1
XM_011524624.2	XP_011522926.1
